-3.629273597,3.558515921,13.42199145,-13.80628,-1.098956807,-0.178675548,-2.178046312,11.08008814,-9.16730913,-14.3087681,-8.073749093,-0.028209806,6.856557289,0.332597453,7.444256409,-11.50542424,-13.50841251,-6.197402636,-0.454532397,-8.637976331,-3.211911253,-1.256872127,11.50777834,9.606408013,-14.16214093,-5.253031402,4.595785701,1.811873452,7.191634378,-0.592031393,-0.361091426,-14.40813707,0.540346719,-11.26527142,-2.21594618,-9.208861825,2.155849546,14.76604727,3.659952302,13.88808551,7.319741881,-9.798123845,0.133570628,-4.051551765,-13.43692557,-3.968682707,-2.147648373,-13.00794616,-7.831087135,-11.33805173,12.732634,-2.376452172,-9.169485945,7.536648414,5.083747191,-10.97937598,-3.997888093,4.03366373,-12.9256259,1.398811596,-4.936500982,8.815456985,-11.74985469,-4.454119565,5.91798459,-4.709954421,4.344951523,-10.03338297,4.226271638,11.19390892,13.50804227,8.435153513,6.41940808,-4.940536429,-1.251268897,6.535240646,11.97569749,-11.20161328,0.847391227,-9.002875227,-2.752437223,-4.131704656,-3.22638653,-11.39187444,11.01810294,3.946626455,-4.662759445,4.646851274,12.76078717,-2.081609576,-4.384157801,12.9332894,-10.94955332,-12.13111391,1.749856375,6.712796207,-2.534944848,7.116100141,-11.58629986,13.87946224,9.652019717,-12.33591298,-0.954558144,-10.45857518,-9.604176836,4.86459808,-1.942574958,10.55522854,1.30924254,7.776390906,12.42314344,-7.179581996,-3.082722894,-9.394418555,9.953554016,-0.976862965,-6.487244199,8.917910147,9.407923248,7.501648975,0.814423203,3.056312569,-13.72596523,-10.06641523,-3.463636881,-9.77349945,13.98623861,-9.547165214
0x3097D1C8,0x63A93844,0x1627868F,0x513C415F,0x1D1267AE,0x36273450,0x16C916A0,0x47B72A2B,0x17761BCF,0x2DD11CBD,0x7B633B1F,0x56DBC8C8,0x24C59C23,0x551C2B84,0x08DAE8E3,0x22611B90,0x7E0AD1A1,0x62719E67,0x398218CB,0x5DDAC36B,0x22F0B9EE,0x1B7A5123,0x69D73E4C,0x28209502,0x37280429,0x67CC4B24,0x3BCAF859,0x0F98E998,0x2A5E5B96,0x4FE91594,0x0AD8ACC5,0x0329934D,0x072D60A0,0x55241053,0x49C18B6B,0x49F63C94,0x5737145A,0x4B23F0C8,0x6859267D,0x020E8A65,0x2F01CC68,0x18FFFE5E,0x2B35036B,0x71D330EF,0x2703CA4A,0x24D01308,0x0D9725D4,0x65FAC03F,0x0525B700,0x2F4A073D,0x3279801E,0x6F890555,0x5C054D96,0x3BD5883B,0x35843A8A,0x1769D283,0x289E8A42,0x20F65B5A,0x4504877A,0x440AC991,0x7D086285,0x7B645794,0x01B2552C,0x4B8F5933,0x5998F198,0x4AA948F6,0x0FEB4937,0x133759B6,0x6973279D,0x12B4D538,0x227A5A6D,0x6AB4361F,0x67E68B29,0x2015DDAF,0x0570C9D4,0x15BC1778,0x67D4E504,0x63DED078,0x66FB5523,0x1EC866B8,0x73808E7E,0x716445DA,0x133E9A36,0x7BC940A2,0x34B26188,0x7C2AFBB7,0x19587B11,0x17BDC0EC,0x6AAA4BCF,0x4F00739A,0x1B3A1358,0x27B97063,0x5EA7A188,0x7AEF7D52,0x5C671E5F,0x18DACE96,0x4D56F5B8,0x5ED40EE8,0x17EE555B,0x17E7E40D,0x0A20A1AD,0x69530883,0x0296C843,0x711D9668,0x34DC68C0,0x1416A1EC,0x113E5096,0x0C9E178C,0x77DC162D,0x6B546C91,0x196186EF,0x61247FC3,0x03ECF835,0x38A3AEC1,0x6602F95D,0x4FD24EFB,0x5F9CCE05,0x4AC5B666,0x794E3D00,0x13E42EBB,0x52747A72,0x7329A5E6,0x05188B26,0x6ED5E46B,0x5EC8D02A,0x7EF24F71,0x5C592178,0x7DC75E99
6.65041893,7.430256855,7.66962806,-14.31499618,-7.62386459,9.72373845,-7.54704681,-2.688593927,2.041631607,-1.699405307,10.33095031,12.20065021,-4.919083255,-1.381335312,2.510944526,-3.015093379,-13.27285104,-10.81783101,-12.15239859,1.077427732,-11.37853641,-0.661825243,2.291419946,4.021321493,-6.932972804,-6.572195629,12.82596866,1.508629774,8.554948544,-5.39930382,-8.545656663,11.62216972,-3.616704904,-6.968347159,-13.17678103,-10.14363852,4.340949892,-8.687538769,-1.009980332,2.787955938,-1.081399445,9.145196857,6.303004923,10.26717678,-8.237980862,2.79157223,8.857550257,2.113763627,6.916985551,1.381243053,-4.04409259,-1.760701075,2.028447617,13.24207416,13.42107038,9.460797802,-7.514730678,-10.83360771,-11.80549897,-5.711160849,7.770986325,11.55697958,10.79789679,11.23792465,-7.536295516,-1.799855604,10.122628,9.881768439,-4.643320404,-10.13993679,13.89725402,13.93316821,4.57914038,6.799483894,-7.635949494,14.787895,14.45660389,-14.90512617,-12.02035411,0.319426695,7.577947237,11.40687816,-4.538417224,8.306368539,8.074524976,-2.961158904,-9.856242129,0.825186158,14.93030616,12.61851976,-4.397118219,4.98758505,-4.524809867,-9.997360337,11.61972201,-6.307244439,4.483392766,-1.54088918,-12.83292671,9.405915285,-1.690803775,5.656324513,9.48975119,-10.51065877,-6.879867813,1.025794418,-2.298405308,13.48283757,11.92141851,1.134047417,-13.18219878,-4.639820476,10.12063192,-11.14467165,-1.919569934,-10.27909747,-2.038472033,4.435704882,-6.9811451,-10.83542959,4.435266754,-2.387151548,-1.318017381,4.640097004,-5.914044188,4.575734983,12.7740516,9.927364514
0x1A9A076B,0x1DB89540,0x1EADB2FA,0x46BD71A5,0x618129A5,0x26E51BB1,0x61CFD2F7,0x753EE13C,0x082AA179,0x7933CF19,0x2952E4A3,0x30CD773F,0x6C52DBD7,0x7A79833D,0x0A0B350A,0x73F08B5D,0x4AE899BD,0x54BA8A83,0x4F63F1A0,0x044F4937,0x527C60F4,0x7D5A4A7C,0x092A69FD,0x1015D54D,0x6444A2C8,0x65B6125A,0x334DCABA,0x0608D63E,0x2238446E,0x6A671CE7,0x5DD13F62,0x2E7D1A0F,0x71887E83,0x6420699B,0x4B4AF9EA,0x576CEA06,0x115D21F7,0x5D3FF5D7,0x7BF5C7B8,0x0B26DDEB,0x7BACA5A0,0x2494AE7C,0x193646EC,0x291196CA,0x5F0C4EBF,0x0B2A91E9,0x236E21A7,0x08747E73,0x1BAAFE42,0x05866494,0x6FD2D965,0x78F50AC8,0x081D215F,0x34F7E249,0x35AF2D12,0x25D7DB61,0x61F0EA71,0x54AA62BE,0x50C72B48,0x6927C574,0x1F157D70,0x2E3A58DB,0x2B310BDA,0x2CF3A284,0x61DAD55A,0x78CCF2A8,0x287D9231,0x2786EE4E,0x6D6D3D6B,0x5770B46A,0x3796C9C1,0x37BB9072,0x12510A2C,0x1B32ABE7,0x6174C9A8,0x3B26CDF2,0x39D38FF8,0x4461269B,0x4FEB284B,0x014717CA,0x1E4FD166,0x2DA0A4AB,0x6DD8A928,0x2139B8AC,0x204C5046,0x7427C5F6,0x58933544,0x034CFD99,0x3BB8A22D,0x32795D3E,0x6E6959D8,0x13F3497E,0x6DE6983F,0x5802B3F9,0x2E7A9868,0x66C561B7,0x11EEFE83,0x79D62126,0x4CAB1543,0x259FA841,0x793C9DF0,0x16A01388,0x25F58155,0x55F515DE,0x647B03EF,0x041A69DA,0x76CE6ED7,0x35EE6CF8,0x2FAF8855,0x048943B9,0x4B456DAF,0x6D70D2E7,0x287B86EF,0x536BDB32,0x78525C43,0x56E23446,0x77D89ACA,0x11BE296B,0x64134EB3,0x54A88526,0x11BDB691,0x76738E8C,0x7ABA59A7,0x128F7596,0x685804CD,0x124D8D78,0x3318A0FB,0x27B59F0B
-0.310643883,5.947635839,-12.95206075,14.89464153,-3.231218415,7.000266998,9.514715627,-12.15909667,-3.293363149,0.520714079,11.69752584,-10.3549459,-3.115759101,-6.695783098,5.151824601,0.044295413,-1.313679461,9.910265617,-0.807317213,-0.953222398,6.178185246,-1.762514875,-0.540115928,-5.754102862,-14.27775483,3.946775562,13.81839931,-4.027074233,12.90698234,-0.186020217,-0.994841186,6.693037738,11.75496951,9.920715205,2.542817026,6.800331882,-0.349029896,-7.005476231,-4.262800824,11.01606122,-14.64887981,12.87597156,-6.347756783,0.448903391,-4.462650718,14.2128623,3.75665697,11.14210503,-4.629401746,-9.465197405,5.56850166,-12.05607234,-6.957421821,13.69222143,13.60177844,-2.098055264,-5.650627202,0.382580953,-2.431703774,-7.707708403,1.148657492,9.791918386,-2.354096966,9.860704454,-9.358859705,-3.749010528,-3.39060537,-14.76164753,2.209620665,-14.33829197,13.9361608,8.95114334,4.688687271,14.58865659,-0.951570483,-10.39022228,5.984712712,8.44940154,-3.551008911,1.631931091,12.93862835,-0.588576912,8.636727507,9.556297307,0.153445593,-5.440093777,12.8653605,-10.60404646,-6.062942541,-2.819404873,-4.035339991,-2.522341718,-12.04042417,9.805889003,-1.799281634,9.245405482,-1.820507152,-2.13658127,10.87828743,-4.51208943,-6.348035438,-14.05676872,-4.582805761,6.455806439,-13.02807749,7.580309892,12.64851398,6.299844229,-2.284383414,-12.79087629,1.615871433,-12.72359869,-11.99625306,0.542836736,-10.80502363,-4.703524877,-1.047749448,-13.54522608,6.823451129,9.485386858,-2.147595973,-13.41067694,0.021279898,-13.08577064,-13.9520592,-6.747584913,-7.624204558,14.57221194
0x7EC1E692,0x17CA610C,0x4C3116FD,0x3B941CE8,0x73133B7B,0x1C0045FD,0x260F119D,0x4F5D15C3,0x72D3989D,0x02153612,0x2ECA4436,0x56948911,0x73897673,0x653784A3,0x149B77E8,0x002D5BC6,0x7ABECAD0,0x27A41CAB,0x7CC54EA3,0x7C2FE678,0x18B67631,0x78F32F4D,0x7DD6EBDA,0x68FBCC76,0x46E3943D,0x0FC97F88,0x37460A77,0x6FE446A7,0x33A0BFFA,0x7F4183EB,0x7C05485B,0x1AC5ABAF,0x2F0516BA,0x27AECFF7,0x0A2BD839,0x1B338A33,0x7E9A97E9,0x63FA6471,0x6EF2E458,0x2C10725A,0x45678C0E,0x3380FEB0,0x669BE5A6,0x01CBAD54,0x6E263EE4,0x38D9F893,0x0F06D115,0x2C9183FB,0x6D7B7E1C,0x5A23A34B,0x1646254C,0x4FC694FA,0x642B999E,0x36C4D5B1,0x3668389B,0x779B9767,0x6965C1FC,0x0187C34D,0x7645EF73,0x612B4E7E,0x049839AB,0x272AECA7,0x7695679B,0x27715C82,0x5A908715,0x71010363,0x72700526,0x44F412AC,0x08D6A6CC,0x46A596CB,0x37BEA0EF,0x23CDF885,0x12C1373C,0x3A5AC8CA,0x7C319782,0x56706993,0x17F05887,0x21CC2FEA,0x71CBC452,0x068718F1,0x33C127C9,0x7DA54C19,0x228C024B,0x2639A600,0x009D20D7,0x6A3D580F,0x33762110,0x559574D9,0x67BF8BFE,0x74B8EDEE,0x6FDBCFD6,0x75E91F41,0x4FD69B0C,0x27393AF7,0x78CD891E,0x24FB4B93,0x78B7CCFA,0x7774240B,0x2B835DC7,0x6DF39ED5,0x669B9C9A,0x47C5DE6C,0x6DAB34F8,0x19D2BEEC,0x4BE33FA8,0x1E523CC1,0x3298140C,0x19330A5D,0x76DCCA99,0x4CD62487,0x0676A700,0x4D1B08F2,0x5003D63D,0x022BDD64,0x54C7A7E3,0x6D2F972D,0x7BCF1AC5,0x49D1B042,0x1B4B36C5,0x25F10940,0x7768DC9A,0x4A5B7782,0x0015CA65,0x4BA82BBF,0x48311765,0x6502791A,0x6180D086,0x3A49F1ED
3.451047575,-2.960278637,0.597808968,-10.63444788,-4.735902642,5.271732851,8.257368278,5.267657453,4.147962584,13.64108532,-1.984210259,-2.831360144,-9.696351699,-2.071407298,-9.18294937,2.881722679,-2.791264673,12.6011547,-11.95855109,0.639822366,13.94634586,14.46706846,11.28032951,0.878191653,3.24053816,-14.48363677,-8.741090073,11.42142992,-2.847140719,-0.86321481,-13.83871118,8.530832959,9.603334489,-5.975843418,11.9206592,-1.956724142,6.944336552,14.3988617,-13.52435237,6.749026082,-3.506289001,-6.391099037,-13.24481561,-9.405640205,13.20946509,3.653998851,3.001200607,-0.111578664,-10.65217349,-5.817437861,-3.00296894,-2.914470543,-10.59262187,7.268859295,-14.02738806,12.53558246,10.68597731,-2.662388861,-5.746764645,9.414965542,-13.83842354,1.379113337,9.43409665,-7.016386888,-11.510183,7.561268238,14.1902074,9.05338419,0.165526816,-12.24233671,4.99017614,-8.883688101,-12.06904333,-7.811792757,-3.268147449,10.38959628,-12.32272773,10.5075064,-5.660952489,12.24956733,1.834482699,6.206715862,-8.382252471,9.502577894,12.56550771,11.24567778,2.513989462,1.849473959,-2.552175451,-0.174275823,5.984266891,2.282402477,10.75544074,2.902644722,5.983777664,12.51175159,0.939515893,-8.34423283,5.617282103,2.974566948,7.738096826,11.44764281,1.23623873,-7.644769895,11.76726543,0.741212389,-3.428190764,-12.83514835,7.340982272,-7.025318259,-11.11878506,8.025539687,0.513065395,3.889914736,-12.39828814,-14.20115709,13.61436156,8.313307496,12.35807957,10.19743659,12.77820235,11.04855056,-8.638809587,-1.034326249,-7.732240789,-6.394474635,0.868171177,-3.171274713
0x0DCDDF6A,0x7428ACB8,0x02642808,0x5576534C,0x6D0E6F8A,0x15164122,0x21078B8C,0x151214CB,0x10978380,0x369078AB,0x78102B30,0x74ACAFEE,0x5936EF95,0x77B6E102,0x5B44A8EC,0x0B86E24F,0x74D5BEB7,0x32679518,0x502A7196,0x028F2D98,0x37C90EE3,0x39DE4731,0x2D1F0EB2,0x038344AC,0x0CF64FA2,0x4610C186,0x5D091FB0,0x2DAF8B53,0x749C8725,0x7C8C116B,0x48A528E6,0x221F92AC,0x2669D084,0x6818BC81,0x2FAEC148,0x782C5082,0x1BC70029,0x39986F33,0x49E7102C,0x1AFF00B1,0x71F98F61,0x666F83BC,0x4B054F0F,0x5A609FDB,0x34D67E04,0x0E9DB1DF,0x0C013ABB,0x7F8DBE53,0x55642CA2,0x68BAF192,0x73FCF5B6,0x74579509,0x55A127BC,0x1D134FD9,0x47E3F463,0x32246FBA,0x2ABE70D6,0x7559B6BC,0x69035022,0x25A8ECBA,0x48A5744D,0x05843649,0x25BC83D5,0x63EF3847,0x51F59297,0x1E3EBD19,0x38C2C5BA,0x2436AA58,0x00A97FDC,0x4F07D8E3,0x13F5F0BB,0x5C771A78,0x4FB94CB5,0x60C0B967,0x72ED6AC2,0x298EF253,0x4EB586DD,0x2A07AFC1,0x695B2F46,0x30FF8E93,0x075682A1,0x18D3AD52,0x5E7892CF,0x2602A3C7,0x32431473,0x2CFB92F4,0x0A0E5340,0x0765DC80,0x75CA9285,0x7F4D8AA4,0x17EFE3A8,0x09212E1D,0x2B059242,0x0B9C4EE5,0x17EF6369,0x320C089B,0x03C21074,0x5E9F816E,0x167818CC,0x0BE5F4E0,0x1EF3CFA7,0x2DCA62E0,0x04F1E890,0x616BC171,0x2F11AE07,0x02F70061,0x7249885D,0x4CA8CEDF,0x1D5D2A74,0x63E612F9,0x53865D36,0x201A2713,0x020D6103,0x0F8F45CE,0x4E682728,0x473203E1,0x36751B32,0x2140D3AE,0x316EAC69,0x28CA2CD1,0x331CE113,0x2C31B73D,0x5D71DBE7,0x7BDCD995,0x61122F79,0x666C0ED8,0x037901DD,0x73509D5D
-14.68431232,-11.15045123,7.524418904,-9.905433366,-1.191175531,-8.567504551,-12.9841737,-11.9654777,-2.961016267,-12.65282983,12.25771474,8.438330094,-7.419648508,-8.213338642,-2.618916739,9.830945688,6.796965835,10.43184,-13.01505601,-14.10622685,-2.349563393,-0.872876013,-0.703185116,8.340566292,3.566800356,-12.79135543,-2.276483545,-3.463077543,0.729432153,12.24560393,-6.42673587,7.582686475,-12.35187294,0.256705758,-11.63521633,5.676220428,6.36194402,3.322226659,-5.154947795,-11.27544878,9.466726302,-11.17314642,13.87832812,-1.704668206,10.68776163,-8.143351568,-11.59553781,10.96965792,2.664282009,7.905139412,-12.26409811,-0.911794654,6.964361358,-13.4421006,-9.504670033,0.406651578,8.862144287,3.640002275,1.868163311,-0.450985925,8.933601311,-7.542518309,-5.973986576,-7.843665,-6.375224962,12.66740875,9.519232345,-7.520749322,-4.113931492,-4.735505217,-3.911814604,0.59335881,14.04821934,-2.213411221,5.081902877,-3.334747709,-2.951995423,13.77866071,0.267662061,9.04427666,-6.412899876,-4.790629258,3.055796143,7.583938781,-2.213912845,9.984042473,-2.599320361,-5.915406787,6.022646021,5.237667432,3.144022155,-8.471296109,12.49769425,-7.879909346,-8.599657327,11.19918273,11.99419446,13.57587796,-13.59976523,1.395241961,-14.20350454,-0.729890613,10.98595795,-7.482878617,8.047861,9.95275798,1.080191608,-13.90988909,-8.667768422,-8.23628408,14.84348443,-6.462248123,3.556063595,12.31338011,11.34216124,1.966740169,1.862126467,10.02556142,7.460280964,3.588694406,-11.78246621,8.127624826,8.436348059,-9.689939165,4.953778932,-10.28726996,7.467170374,-5.849367614
0x454343A2,0x5365F01D,0x1E190144,0x5860D614,0x7B3C3C7C,0x5DBAE017,0x4C1034C5,0x502359D1,0x7427EB5B,0x4D638094,0x3107E65F,0x21C0D99A,0x625247AA,0x5F258A8F,0x75863AB1,0x2752E36D,0x1B3017CF,0x29BA3443,0x4BF09529,0x47933945,0x769A0C0E,0x7C822CCB,0x7D2FF03E,0x215CBD68,0x0E446750,0x4CD5A6ED,0x76E4E180,0x7225CF01,0x02EAF043,0x30FB7F99,0x664B05C1,0x1E54ABC3,0x4E97AE9F,0x0106DDDF,0x517589DA,0x16B47320,0x1972A173,0x0D49F5C9,0x6B61555E,0x52E5F0C2,0x25DDED7F,0x534EB2B5,0x37836872,0x792E6B76,0x2AC04495,0x5F6D3540,0x519E2B56,0x2BE0EE01,0x0AA8398A,0x1F9EDCDD,0x4EF19044,0x7C5A5281,0x1BDB818B,0x4A3B49FC,0x59FB37C8,0x01A06945,0x2372D5F3,0x0E8F5CC1,0x0778FFCD,0x7E3230BF,0x23BC01FB,0x61D47615,0x681AA344,0x60A01649,0x667FC508,0x32AB6D32,0x2613B1A4,0x61EAC0B1,0x6F8B558B,0x6D0ED7B9,0x705A4D46,0x025F9973,0x38316069,0x77257788,0x1453DE59,0x72A937E6,0x7431281D,0x371D593B,0x01121600,0x242D56DC,0x665930C7,0x6CD66549,0x0C39229F,0x1E55F40C,0x7724F408,0x27EFA8D4,0x759A4BC4,0x68569F9B,0x18173084,0x14F35F17,0x0C937A8B,0x5E1D648E,0x31FDA38F,0x607AF90C,0x5D99F36E,0x2CCBF68E,0x2FFA0E1C,0x364DB2F3,0x4999D725,0x0594BA4F,0x472F9C82,0x7D14978F,0x2BF19EF5,0x62118845,0x20310279,0x27CF9FC9,0x04521DBF,0x485C4609,0x5D543484,0x5F0E0B8C,0x3B5FBA61,0x6626A86E,0x0E3968BC,0x3140E6B7,0x2D5E5F83,0x07DDF122,0x0772D147,0x281A2CC5,0x1DD753E4,0x0E5AD2B4,0x50DEC12E,0x2082B015,0x21BED206,0x593D8097,0x13D0AB6C,0x56D9D5E8,0x1DDE61E9,0x689A3F61
9.50321091,7.32341072,-7.984140378,1.588159446,10.64762816,6.651823714,-4.565341395,-14.52323044,-1.695388319,-2.390850479,6.168262881,-1.814711321,7.355764447,10.00609335,-6.948872155,9.234612014,14.75180451,-4.597312558,-5.266291985,3.066980547,-6.138393854,2.326035473,-0.572933553,3.473163356,-0.465754457,11.07943054,-10.60988099,7.296626795,-9.731814583,9.454225016,-14.21223103,-12.43746299,3.018472376,2.69266915,0.099325824,8.262527647,-1.219235848,-3.565054809,14.73798224,1.234972412,-14.39851868,-9.030086615,5.346333514,6.921422006,8.661768949,2.108979378,6.79946652,5.628707797,-1.040853972,-5.246736693,13.30200552,-3.037864198,12.70351864,7.610536803,-14.00351246,14.36079807,-4.725121127,-10.09736452,7.377412584,-7.52400473,10.14106279,-9.56525465,-9.609946698,11.82075654,-2.965410722,-7.310782788,-14.484907,9.47616728,-12.55078707,7.544620014,12.23913294,-9.131973162,1.219055075,13.67994984,5.72751453,-14.86835177,9.904333022,-0.531720671,-0.572255244,-3.348488767,-4.999764062,12.89179657,-13.47687574,-5.636155131,-2.046766021,-8.542521895,5.926679197,-1.053031235,-10.58050239,-14.64045563,6.058577309,-2.40985233,-14.62037387,13.85687672,-10.14669489,-1.886461469,8.331055344,-13.95470221,6.954815647,5.543048499,11.18736628,7.828489289,0.581347871,6.883102998,-5.512607676,-11.71854643,-13.12236765,6.754785224,7.341515365,-0.298353044,-14.94116361,2.816067109,10.33212781,-7.656146723,-6.56546915,-7.080952364,-6.005870786,0.153968297,-5.368814741,-5.100284919,14.44891438,1.719098303,-9.161830962,-12.59219733,8.520160827,6.976313994,-1.403787543,0.10868102
0x260349B8,0x1D4B2C2D,0x60103D82,0x065A4678,0x2A972BD6,0x1A9B77AC,0x6DBD1726,0x45E83648,0x7937EC20,0x766FC4E5,0x18AC4D1A,0x78BDBC51,0x1D6C4D83,0x28063D55,0x64345ADC,0x24F03E21,0x3B01D90A,0x6D9C5A19,0x6AEF5128,0x0C44968C,0x677248E2,0x094DDC3E,0x7DB550E9,0x0DE484EF,0x7E231144,0x2C51563D,0x558F7B5C,0x1D2FBEEF,0x59129F33,0x25D1205C,0x4726ACE9,0x4E4009B4,0x0C12EA6C,0x0AC54B0F,0x0065B5AB,0x210CD40C,0x7B1F80A4,0x71BD6246,0x3AF3B19D,0x04F09C9B,0x4667EAB9,0x5BE130FA,0x1562A540,0x1BAF8940,0x22A5A6C2,0x086F984A,0x1B32A759,0x1683CBFA,0x7BD62A61,0x6B035775,0x353540EF,0x73D93A21,0x32D06730,0x1E71308F,0x47FC673C,0x3971750C,0x6D1979D9,0x579C4C7A,0x1D827871,0x61E76B4E,0x289072C3,0x59BD2DE3,0x598F6A23,0x2F487466,0x74236B60,0x62C1C229,0x460F748A,0x25E79865,0x4DCBFE7A,0x1E2DB0DE,0x30F4DF43,0x5B78DC08,0x04E04FF9,0x36B844C5,0x16E8F991,0x4486CECB,0x279E0979,0x7DDF849E,0x7DB602B9,0x729B25C3,0x6C003DDA,0x3391331E,0x4A17ADE3,0x697493C0,0x77D01C92,0x5DD47524,0x17B4EB64,0x7BC9B22F,0x55AD90C9,0x45702C67,0x183BFBB0,0x765C4FAC,0x4584BCB7,0x376D7117,0x5769C8D1,0x78744372,0x2153002C,0x482E628C,0x1BD1BB31,0x162C14E7,0x2CBFDCF2,0x1F505F7F,0x02534CDB,0x1B884C26,0x69F316FA,0x5120355E,0x4B82B20F,0x1B04E66A,0x1D5DB634,0x7ECE7C8B,0x443C3F9C,0x0B43A718,0x29541950,0x61601B13,0x65BCF5A8,0x63AD1AD3,0x67F9FD03,0x009DA9DD,0x6A86556E,0x6B994EE9,0x39CBB036,0x06E05B4E,0x5B5A48FC,0x4DA19707,0x2214A50A,0x1BE7BEDB,0x7A628585,0x006F4A13
-2.404720906,12.58832837,1.755965795,-12.89031339,8.869215635,13.45470566,12.57185563,3.194112022,8.048743354,3.735723158,-12.68923943,-5.422771659,4.696051274,-5.839932466,6.652572981,-9.598690887,14.86043535,-4.486397309,11.82560886,8.692971688,-13.69177432,-2.276271772,-0.930361649,2.413747683,-8.560608315,4.459959542,5.124056278,-8.792011477,13.21279433,-11.99693178,1.26252243,-4.477069098,13.5620218,3.511946704,-7.08226349,-8.674446803,-14.30262714,14.51600999,5.714237172,-2.670562742,10.72494518,13.2830528,8.314559967,5.438911696,6.257475389,3.073174022,-3.697236712,12.83679949,-2.971831368,-3.474062054,2.238181034,7.15883044,4.439656693,-1.415203155,9.807418293,14.61622574,-8.414448068,1.069070752,2.318771161,9.355749356,-0.601668445,3.304380623,0.279761175,9.23781582,-6.005124577,13.01171399,-8.760893845,4.958549768,-11.36872735,-12.84367452,-3.23493137,2.946979741,5.043152579,6.461268619,5.94370525,-4.445517809,-5.842369299,14.21297733,6.234506686,8.816158121,3.70385628,10.23679141,-9.616985408,14.88476345,-5.51197852,-4.958281183,4.535483398,-3.412739856,7.279282484,-2.204160965,13.69846852,9.654303001,8.17561431,11.34962582,14.01428525,3.763335981,13.40023251,-10.02283943,5.32457064,-14.7581526,10.73222653,-4.419857898,8.815612328,11.42486697,11.61468085,-3.633763697,12.02229644,1.003558277,12.08940277,-3.130225701,12.17574278,-6.994963667,10.73349064,-13.19321971,-3.596121039,1.98910115,0.029015632,0.381601537,-4.780045595,12.44640527,1.881246246,-12.98169714,-6.263461243,0.863807563,6.833284358,-14.1167901,-4.475925177,12.15316625
0x766190D8,0x325A72C0,0x07061BE5,0x4C7051B1,0x237A13A9,0x35D19E5C,0x32499485,0x0CC6C54D,0x2031E9C7,0x0EF16169,0x4D3E3806,0x6A4F14F3,0x12C8C1AA,0x68A3E8BF,0x1A9C3C17,0x599AF0C7,0x3B7115F6,0x6E0DEDDE,0x2F4D6C68,0x22C59A5E,0x493B9F84,0x76E51904,0x7C474F47,0x09A7AD79,0x5DC1EFE5,0x11D6FFA2,0x147F089B,0x5CD4FAF2,0x34D9E6C1,0x50032451,0x050CD2AE,0x6E177B33,0x363F82A4,0x0E0C3BC1,0x63ABC31F,0x5D4D5DD2,0x46CA1C1D,0x3A1064EC,0x16DB60FD,0x75515801,0x2AE65807,0x3521D897,0x21421C02,0x15C17211,0x1907A7A0,0x0C4AEE21,0x71360795,0x3358E1F7,0x741CD83D,0x721A8F7B,0x08F3E5BA,0x1CA2A472,0x11C2355D,0x7A56D4FC,0x273ACBDC,0x3A7703E1,0x5E579AED,0x0446BA7B,0x09466BF2,0x256C498F,0x7D97E43B,0x0D37AF8D,0x011E79B6,0x24F385FD,0x67FAC0A0,0x340BFEC0,0x5CF4D83F,0x13D58E12,0x52866C57,0x4CA013CA,0x730F6E27,0x0BC9B50E,0x142C3030,0x19D856CD,0x17C65AAB,0x6E37CA2E,0x68A169F2,0x38DA16BA,0x18F02285,0x2343BEF4,0x0ED0BFB3,0x28F27972,0x598834FB,0x3B89FF6D,0x69F3BBE8,0x6C2AB857,0x122455C2,0x72595ABA,0x1D1DFC3A,0x772EF06E,0x36CB3B54,0x269E019B,0x20B3D43C,0x2D66044F,0x380EA0CA,0x0F0DA7F2,0x3599D68C,0x57E89CC8,0x154C5C3E,0x44F7A6D9,0x2AEDCCCA,0x6E5210C6,0x23432FE0,0x2DB31053,0x2E756EE5,0x717706A7,0x3016D4E0,0x0403A4C7,0x305B8C66,0x737AA61E,0x30B3F5EA,0x6405283F,0x2AEF182B,0x4B3A249D,0x719D9273,0x07F4D6EE,0x001DB646,0x0186C28D,0x6CE13BBB,0x31C91E76,0x0786656A,0x4C12BDFD,0x66F23738,0x037489F8,0x1B55487E,0x4788682D,0x6E18A713,0x309CD79D
